MtgCode,Track,MtgType,State,NoRaces,NoRunners,AdjRun,FavWin,Day,OtherWin,10Win,20Win,40Win,90Win,20Plus,10Run,20Run,40Run,90Run,OtherRun
3-Oct-18 Gold Coast,Gold Coast,Metro,QLD,8,63,6.5,2,4,3,3,0,0,0,0,14,12,4,2,23
3-Oct-18 Strathalbyn,Strathalbyn,Provincial,SA,8,67,6.5,3,4,4,1,0,0,0,0,10,6,10,4,29
3-Oct-18 Warwick Farm,Warwick Farm,Metro,NSW,7,57,5.5,5,4,2,0,0,0,0,0,15,5,7,1,22
3-Oct-18 Kalgoorlie,Kalgoorlie,Provincial,WA,8,73,7.5,4,4,3,1,0,0,0,0,15,11,3,6,30
3-Oct-18 Launceston,Launceston,Metro,TAS,6,51,5,2,4,3,0,1,0,0,1,12,11,2,0,20
4-Oct-18 Gosford,Gosford,Provincial,NSW,8,60,6,5,5,2,1,0,0,0,0,13,11,5,3,20
4-Oct-18 Townsville,Townsville,Provincial,QLD,8,72,7,2,5,3,1,2,0,0,2,21,10,5,3,25
4-Oct-18 Wangaratta,Wangaratta,Country,VIC,8,80,8,2,5,6,0,0,0,0,0,21,10,9,9,23
4-Oct-18 Geraldton,Geraldton,Provincial,WA,7,61,6,3,5,0,4,0,0,0,0,19,4,6,5,20
5-Oct-18 Kyneton,Kyneton,Country,VIC,10,107,10.5,8,6,2,0,0,0,0,0,19,26,17,12,23
5-Oct-18 Port Macquarie,Port Macquarie,Country,NSW,8,86,8.5,4,6,3,1,0,0,0,0,15,12,10,15,26
5-Oct-18 Canberra,Canberra,Country,ACT,8,86,8.5,3,6,2,2,0,1,0,1,19,10,13,13,23
5-Oct-18 Ipswich,Ipswich,Provincial,QLD,7,61,6,2,6,5,0,0,0,0,0,12,6,7,9,20
5-Oct-18 Moonee Valley,Moonee Valley,Metro,VIC,8,72,7,3,6,2,2,1,0,0,1,17,12,7,3,25
6-Oct-18 Doomben,Doomben,Metro,QLD,9,69,7,5,7,3,1,0,0,0,0,18,10,6,0,26
6-Oct-18 Randwick,Randwick,Metro,NSW,9,84,8.5,4,7,4,1,0,0,0,0,26,8,3,5,33
6-Oct-18 Flemington,Flemington,Metro,VIC,9,103,10.5,5,7,4,0,0,0,0,0,20,16,12,15,31
6-Oct-18 Gold Coast,Gold Coast,Metro,QLD,8,67,6.5,2,7,6,0,0,0,0,0,17,7,5,5,25
6-Oct-18 Morphettville Parks,Morphettville Parks,Metro,SA,9,65,6.5,4,7,4,0,1,0,0,1,12,12,8,0,24
6-Oct-18 Echuca,Echuca,Country,VIC,7,68,7,3,7,3,1,0,0,0,0,15,7,12,3,24
6-Oct-18 Mackay,Mackay,Provincial,QLD,6,51,5,3,7,2,1,0,0,0,0,10,6,7,3,19
6-Oct-18 Port Macquarie,Port Macquarie,Country,NSW,7,66,6.5,3,7,4,0,0,0,0,0,17,7,6,5,24
6-Oct-18 Gunnedah,Gunnedah,Country,NSW,6,56,5.5,4,7,2,0,0,0,0,0,11,11,6,5,17
6-Oct-18 Kalgoorlie,Kalgoorlie,Provincial,WA,8,70,7,4,7,2,1,1,0,0,1,20,8,6,4,24
6-Oct-18 Belmont,Belmont,Provincial,WA,8,73,7.5,5,7,2,0,0,1,0,1,12,11,14,4,24
6-Oct-18 Darwin,Darwin,Metro,NT,5,43,4.5,1,7,3,1,0,0,0,0,13,7,2,1,15
6-Oct-18 Toowoomba,Toowoomba,Provincial,QLD,7,48,5,3,7,3,1,0,0,0,0,12,7,2,2,18
7-Oct-18 Tatura,Tatura,Country,VIC,7,61,6,3,1,2,2,0,0,0,0,17,8,4,3,22
7-Oct-18 Bairnsdale,Bairnsdale,Country,VIC,8,81,8,3,1,4,1,0,0,0,0,14,13,12,13,21
7-Oct-18 Coonamble,Coonamble,Country,NSW,8,101,10,3,1,5,0,0,0,0,0,19,14,18,17,25
7-Oct-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,60,6,3,1,5,0,0,0,0,0,20,2,3,4,23
7-Oct-18 Gawler,Gawler,Metro,SA,7,49,5,5,1,2,0,0,0,0,0,10,9,2,1,20
7-Oct-18 Northam,Northam,Provincial,WA,8,68,7,4,1,3,0,1,0,0,1,10,10,4,12,24
8-Oct-18 Leeton,Leeton,Country,NSW,7,61,6,2,2,5,0,0,0,0,0,14,7,4,5,24
8-Oct-18 Kilmore,Kilmore,Country,VIC,8,74,7.5,4,2,3,0,1,0,0,1,15,10,8,7,26
8-Oct-18 Tamworth,Tamworth,Country,NSW,7,68,7,2,2,3,2,0,0,0,0,13,8,10,10,20
9-Oct-18 Goulburn,Goulburn,Country,NSW,8,74,7.5,3,3,5,0,0,0,0,0,21,9,7,6,23
9-Oct-18 Donald,Donald,Country,VIC,8,76,7.5,1,3,7,0,0,0,0,0,12,13,7,10,26
9-Oct-18 Kilcoy,Kilcoy,Provincial,QLD,7,56,5.5,4,3,3,0,0,0,0,0,12,7,4,6,20
10-Oct-18 Bendigo,Bendigo,Country,VIC,8,82,8,3,4,3,1,0,0,1,1,19,12,8,11,24
10-Oct-18 Strathalbyn,Strathalbyn,Provincial,SA,8,75,7.5,4,4,3,0,1,0,0,1,17,11,7,10,22
10-Oct-18 Warwick Farm,Warwick Farm,Metro,NSW,8,66,6.5,4,4,4,0,0,0,0,0,12,12,7,1,26
10-Oct-18 Belmont,Belmont,Provincial,WA,7,84,8.5,2,4,4,0,1,0,0,1,16,14,12,16,19
10-Oct-18 Launceston,Launceston,Metro,TAS,9,81,8,2,4,6,1,0,0,0,0,16,14,7,7,28
11-Oct-18 Wyong,Wyong,Provincial,NSW,8,68,7,3,5,4,1,0,0,0,0,13,10,7,9,21
11-Oct-18 Mornington,Mornington,Country,VIC,8,81,8,1,5,7,0,0,0,0,0,11,16,12,9,25
11-Oct-18 Rockhampton,Rockhampton,Provincial,QLD,7,63,6.5,2,5,5,0,0,0,0,0,7,12,3,12,22
11-Oct-18 York,York,Provincial,WA,9,83,8.5,2,5,5,1,0,1,0,1,14,16,11,10,23
12-Oct-18 Ballarat,Ballarat,Metro,VIC,9,88,9,3,6,4,2,0,0,0,0,13,17,14,11,24
12-Oct-18 Cessnock,Cessnock,Country,NSW,8,82,8,1,6,5,1,1,0,0,1,13,9,16,13,23
12-Oct-18 Grafton,Grafton,Country,NSW,9,111,11,2,6,5,1,1,0,0,1,27,20,17,13,25
12-Oct-18 Townsville,Townsville,Provincial,QLD,7,85,8.5,1,6,3,1,0,1,1,2,19,15,12,12,20
12-Oct-18 Cranbourne,Cranbourne,Country,VIC,9,94,9.5,3,6,2,2,2,0,0,2,22,14,8,11,30
13-Oct-18 Caulfield,Caulfield,Metro,VIC,10,130,13,4,7,5,1,0,0,0,0,33,24,20,13,30
13-Oct-18 Randwick,Randwick,Metro,NSW,10,114,11.5,3,7,4,1,1,1,0,2,33,22,7,3,39
13-Oct-18 Hamilton,Hamilton,Country,VIC,8,90,9,0,7,3,3,1,1,0,2,11,20,17,7,27
13-Oct-18 Kembla Grange,Kembla Grange,Provincial,NSW,8,64,6.5,1,7,6,1,0,0,0,0,12,7,6,0,31
13-Oct-18 Morphettville,Morphettville,Metro,SA,8,87,8.5,3,7,4,0,1,0,0,1,17,22,12,5,23
13-Oct-18 Forbes,Forbes,Country,NSW,6,60,6,2,7,2,2,0,0,0,0,13,7,4,6,24
13-Oct-18 Manangatang,Manangatang,Country,VIC,7,58,6,1,7,3,2,0,1,0,1,7,9,6,2,27
13-Oct-18 Albury,Albury,Country,NSW,7,91,9,4,7,2,1,0,0,0,0,12,17,13,16,26
13-Oct-18 Alice Springs,Alice Springs,Provincial,NT,6,43,4.5,3,7,3,0,0,0,0,0,6,6,3,2,20
13-Oct-18 Bunbury,Bunbury,Country,WA,8,88,9,0,7,5,3,0,0,0,0,13,18,11,12,26
14-Oct-18 Cranbourne,Cranbourne,Country,VIC,10,99,10,3,1,6,1,0,0,0,0,23,17,6,10,33
14-Oct-18 Penola,Penola,Country,SA,7,61,6,2,1,4,1,0,0,0,0,14,6,5,3,26
14-Oct-18 Armidale,Armidale,Country,NSW,8,73,7.5,4,1,4,0,0,0,0,0,8,8,9,8,32
14-Oct-18 Moruya,Moruya,Country,NSW,7,72,7,4,1,1,2,0,0,0,0,21,11,6,6,21
14-Oct-18 Geraldton,Geraldton,Provincial,WA,7,65,6.5,1,1,3,3,0,0,0,0,21,11,7,5,14
15-Oct-18 Toowoomba,Toowoomba,Provincial,QLD,10,71,7,2,2,6,2,0,0,0,0,11,8,4,5,33
15-Oct-18 Orange,Orange,Country,NSW,8,93,9.5,4,2,3,0,1,0,0,1,23,18,12,10,22
15-Oct-18 Echuca,Echuca,Country,VIC,8,89,9,1,2,5,0,1,1,0,2,11,12,14,20,24
16-Oct-18 Kyneton,Kyneton,Country,VIC,4,41,4,1,3,2,1,0,0,0,0,8,6,4,4,15
16-Oct-18 Newcastle,Newcastle,Provincial,NSW,7,59,6,3,3,4,0,0,0,0,0,5,9,5,8,25
17-Oct-18 Caulfield,Caulfield,Metro,VIC,8,78,8,2,4,4,1,1,0,0,1,18,16,8,7,21
17-Oct-18 Randwick,Randwick,Metro,NSW,8,82,8,2,4,5,1,0,0,0,0,12,13,11,14,24
17-Oct-18 Port Lincoln,Port Lincoln,Provincial,SA,7,70,7,4,4,2,1,0,0,0,0,18,11,8,4,22
17-Oct-18 Northam,Northam,Provincial,WA,8,86,8.5,3,4,3,2,0,0,0,0,17,15,12,10,24
17-Oct-18 Launceston,Launceston,Metro,TAS,8,68,7,1,4,7,0,0,0,0,0,14,9,4,4,29
18-Oct-18 Moe,Moe,Country,VIC,9,87,8.5,3,5,3,1,1,1,0,2,14,21,8,7,28
18-Oct-18 Mackay,Mackay,Provincial,QLD,7,55,5.5,2,5,5,0,0,0,0,0,14,6,5,1,22
19-Oct-18 Murray Bridge,Murray Bridge,Provincial,SA,9,91,9,6,6,1,1,1,0,0,1,27,11,15,5,24
19-Oct-18 Taree,Taree,Country,NSW,8,93,9.5,5,6,2,0,1,0,0,1,22,16,17,9,21
19-Oct-18 Canberra,Canberra,Country,ACT,8,79,8,1,6,5,2,0,0,0,0,24,18,6,3,20
19-Oct-18 Warrnambool,Warrnambool,Country,VIC,8,83,8.5,3,6,4,1,0,0,0,0,17,17,10,8,23
19-Oct-18 Pakenham,Pakenham,Country,VIC,8,83,8.5,3,6,2,3,0,0,0,0,19,12,8,8,28
20-Oct-18 Caulfield,Caulfield,Metro,VIC,10,111,11,4,7,5,1,0,0,0,0,29,24,8,10,30
20-Oct-18 Gold Coast,Gold Coast,Metro,QLD,10,103,10.5,5,7,3,1,1,0,0,1,27,16,10,7,33
20-Oct-18 Randwick,Randwick,Metro,NSW,9,82,8,3,7,3,3,0,0,0,0,21,13,7,5,27
20-Oct-18 Doomben,Doomben,Metro,QLD,10,107,10.5,3,7,4,3,0,0,0,0,29,19,14,4,31
20-Oct-18 Newcastle,Newcastle,Provincial,NSW,8,81,8,3,7,4,1,0,0,0,0,22,13,12,2,24
20-Oct-18 Morphettville,Morphettville,Metro,SA,9,79,8,2,7,6,1,0,0,0,0,21,12,11,2,24
20-Oct-18 Bendigo,Bendigo,Country,VIC,8,84,8.5,4,7,4,0,0,0,0,0,21,17,6,3,29
20-Oct-18 Narromine,Narromine,Country,NSW,7,78,8,0,7,3,3,1,0,0,1,20,14,4,9,24
20-Oct-18 Hobart,Hobart,Metro,TAS,8,62,6,3,7,5,0,0,0,0,0,7,8,6,4,29
20-Oct-18 Wagga,Wagga,Country,NSW,7,84,8.5,1,7,2,1,1,2,0,3,17,14,13,8,25
20-Oct-18 Rockhampton,Rockhampton,Provincial,QLD,6,57,5.5,1,7,4,1,0,0,0,0,13,8,8,2,20
20-Oct-18 Ascot,Ascot,Metro,WA,8,72,7,3,7,5,0,0,0,0,0,15,9,9,7,24
20-Oct-18 Darwin,Darwin,Metro,NT,5,40,4,0,7,4,0,1,0,0,1,8,7,1,0,19
20-Oct-18 Toowoomba,Toowoomba,Provincial,QLD,8,84,8.5,4,7,3,1,0,0,0,0,22,15,10,5,24
21-Oct-18 Cranbourne,Cranbourne,Country,VIC,4,34,3.5,3,1,1,0,0,0,0,0,9,7,1,5,8
21-Oct-18 Horsham,Horsham,Country,VIC,8,63,6.5,3,1,4,1,0,0,0,0,11,9,4,6,25
21-Oct-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,7,71,7,3,1,4,0,0,0,0,0,12,11,9,11,21
21-Oct-18 Wyong,Wyong,Provincial,NSW,8,69,7,5,1,3,0,0,0,0,0,9,6,18,6,22
21-Oct-18 Naracoorte,Naracoorte,Country,SA,7,44,4.5,4,1,1,2,0,0,0,0,5,7,1,1,23
21-Oct-18 Nowra,Nowra,Country,NSW,7,63,6.5,2,1,3,2,0,0,0,0,11,14,6,2,23
21-Oct-18 Bunbury,Bunbury,Country,WA,8,84,8.5,5,1,0,3,0,0,0,0,17,12,12,11,24
22-Oct-18 Stawell,Stawell,Country,VIC,9,95,9.5,5,2,2,2,0,0,0,0,26,15,12,9,24
22-Oct-18 Coonabarabran,Coonabarabran,Country,NSW,8,84,8.5,1,2,5,1,0,1,0,1,15,15,17,7,22
22-Oct-18 Coffs Harbour,Coffs Harbour,Country,NSW,7,57,5.5,2,2,4,1,0,0,0,0,14,7,2,8,19
23-Oct-18 Beaudesert,Beaudesert,Provincial,QLD,9,95,9.5,2,3,6,0,0,1,0,1,22,6,15,8,35
23-Oct-18 Muswellbrook,Muswellbrook,Country,NSW,9,106,10.5,3,3,4,1,0,1,0,1,17,18,23,13,26
23-Oct-18 Kilmore,Kilmore,Country,VIC,8,80,8,1,3,5,2,0,0,0,0,21,14,7,4,26
24-Oct-18 Geelong,Geelong,Country,VIC,9,110,11,2,4,3,4,0,0,0,0,23,15,9,20,34
24-Oct-18 Ipswich,Ipswich,Provincial,QLD,9,84,8.5,4,4,5,0,0,0,0,0,15,16,6,8,30
24-Oct-18 Oakbank,Oakbank,Provincial,SA,7,64,6.5,2,4,4,1,0,0,0,0,10,11,10,8,18
24-Oct-18 Warwick Farm,Warwick Farm,Metro,NSW,7,62,6,3,4,3,0,1,0,0,1,10,9,7,5,24
24-Oct-18 Ascot,Ascot,Metro,WA,8,92,9,3,4,3,1,0,1,0,1,16,12,19,12,25
24-Oct-18 Launceston,Launceston,Metro,TAS,8,68,7,4,4,2,1,0,1,0,1,10,15,8,4,23
25-Oct-18 Ballarat,Ballarat,Metro,VIC,9,91,9,2,5,5,1,0,1,0,1,18,14,9,10,31
25-Oct-18 Hawkesbury,Hawkesbury,Provincial,NSW,8,67,6.5,2,5,4,2,0,0,0,0,17,10,4,3,25
25-Oct-18 Rockhampton,Rockhampton,Provincial,QLD,7,53,5.5,2,5,3,2,0,0,0,0,9,3,3,5,26
25-Oct-18 Geraldton,Geraldton,Provincial,WA,8,83,8.5,1,5,4,1,2,0,0,2,15,10,12,7,31
26-Oct-18 Echuca,Echuca,Country,VIC,9,86,8.5,5,6,3,1,0,0,0,0,20,12,12,8,25
26-Oct-18 Gatton,Gatton,Provincial,QLD,8,72,7,4,6,1,3,0,0,0,0,16,11,8,2,27
26-Oct-18 Scone,Scone,Country,NSW,8,75,7.5,3,6,2,3,0,0,0,0,17,9,8,6,27
26-Oct-18 Bathurst,Bathurst,Country,NSW,8,68,7,4,6,2,1,0,1,0,1,10,9,9,9,23
26-Oct-18 Gawler,Gawler,Metro,SA,8,80,8,1,6,4,1,1,1,0,2,21,9,7,10,25
26-Oct-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,10,98,10,0,6,6,3,1,0,0,1,25,15,9,7,32
26-Oct-18 Canterbury,Canterbury,Metro,NSW,8,60,6,1,6,7,0,0,0,0,0,14,5,7,0,26
26-Oct-18 Moonee Valley,Moonee Valley,Metro,VIC,8,84,8.5,4,6,3,1,0,0,0,0,21,10,14,5,26
27-Oct-18 Moonee Valley,Moonee Valley,Metro,VIC,10,107,10.5,4,7,3,2,0,1,0,1,24,24,14,6,29
27-Oct-18 Randwick,Randwick,Metro,NSW,9,73,7.5,6,7,1,2,0,0,0,0,23,8,2,1,30
27-Oct-18 Yarra Valley,Yarra Valley,Country,VIC,8,91,9,3,7,5,0,0,0,0,0,21,16,11,10,25
27-Oct-18 Kembla Grange,Kembla Grange,Provincial,NSW,8,78,8,2,7,3,2,0,1,0,1,19,13,5,6,27
27-Oct-18 Albury,Albury,Country,NSW,7,75,7.5,3,7,3,0,1,0,0,1,17,13,14,8,16
27-Oct-18 Morphettville Parks,Morphettville Parks,Metro,SA,8,74,7.5,3,7,5,0,0,0,0,0,15,6,10,5,30
27-Oct-18 Armidale,Armidale,Country,NSW,6,53,5.5,4,7,1,1,0,0,0,0,16,3,6,3,19
27-Oct-18 St Arnaud,St Arnaud,Country,VIC,7,58,6,4,7,2,0,1,0,0,1,14,9,4,2,22
27-Oct-18 Darwin,Darwin,Metro,NT,5,37,3.5,1,7,4,0,0,0,0,0,10,3,3,1,15
28-Oct-18 Sale,Sale,Country,VIC,9,84,8.5,5,1,3,1,0,0,0,0,21,8,12,7,27
28-Oct-18 Queanbeyan,Queanbeyan,Country,NSW,8,73,7.5,3,1,4,1,0,0,0,0,15,10,9,11,20
28-Oct-18 Port Lincoln,Port Lincoln,Provincial,SA,7,61,6,3,1,2,2,0,0,0,0,10,14,3,5,22
28-Oct-18 Port Macquarie,Port Macquarie,Country,NSW,7,75,7.5,2,1,3,1,1,0,0,1,11,12,10,8,27
28-Oct-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,7,68,7,5,1,2,0,0,0,0,0,16,12,5,8,20
28-Oct-18 Alice Springs,Alice Springs,Provincial,NT,5,42,4,0,1,4,1,0,0,0,0,12,3,2,0,20
28-Oct-18 Northam,Northam,Provincial,WA,8,77,7.5,3,1,3,2,0,0,0,0,17,13,11,7,21
29-Oct-18 Tamworth,Tamworth,Country,NSW,8,72,7,3,2,4,1,0,0,0,0,15,10,9,5,25
29-Oct-18 Benalla,Benalla,Country,VIC,8,77,7.5,2,2,3,3,0,0,0,0,20,12,8,9,20
30-Oct-18 Grafton,Grafton,Country,NSW,8,92,9,2,3,3,2,1,0,0,1,16,22,15,8,23
30-Oct-18 Stawell,Stawell,Country,VIC,8,74,7.5,2,3,3,3,0,0,0,0,18,12,7,8,21
31-Oct-18 Bendigo,Bendigo,Country,VIC,10,85,8.5,4,4,5,0,0,1,0,1,15,12,9,6,33
31-Oct-18 Randwick,Randwick,Metro,NSW,8,62,6,4,4,2,1,1,0,0,1,12,13,7,1,21
31-Oct-18 Naracoorte,Naracoorte,Country,SA,8,70,7,2,4,3,2,1,0,0,1,18,4,4,7,29
31-Oct-18 Cairns,Cairns,Provincial,QLD,8,84,8.5,4,4,4,0,0,0,0,0,16,9,12,12,27
31-Oct-18 Toowoomba,Toowoomba,Provincial,QLD,8,62,6,4,4,2,1,1,0,0,1,12,13,7,1,21
31-Oct-18 Ascot,Ascot,Metro,WA,7,74,7.5,5,4,1,0,1,0,0,1,23,11,8,7,18
31-Oct-18 Launceston,Launceston,Metro,TAS,8,70,7,4,4,2,1,1,0,0,1,24,14,4,2,18
1-Nov-18 Geelong,Geelong,Country,VIC,8,63,6.5,2,5,5,1,0,0,0,0,16,7,6,3,23
1-Nov-18 Gosford,Gosford,Provincial,NSW,8,65,6.5,6,5,2,0,0,0,0,0,15,6,6,7,23
1-Nov-18 Sapphire Coast,Sapphire Coast,Country,NSW,7,56,5.5,4,5,3,0,0,0,0,0,12,9,3,3,22
1-Nov-18 Bunbury,Bunbury,Country,WA,8,75,7.5,3,5,2,1,1,1,0,2,18,10,7,6,26
2-Nov-18 Moree,Moree,Country,NSW,8,78,8,2,6,4,1,0,1,0,1,17,5,15,10,23
2-Nov-18 Kilmore,Kilmore,Country,VIC,8,65,6.5,1,6,6,1,0,0,0,0,13,9,3,2,30
2-Nov-18 Wagga,Wagga,Country,NSW,8,77,7.5,4,6,2,1,0,1,0,1,17,14,7,8,23
2-Nov-18 Ipswich,Ipswich,Provincial,QLD,8,63,6.5,3,6,4,1,0,0,0,0,12,10,5,5,23
2-Nov-18 Moonee Valley,Moonee Valley,Metro,VIC,8,71,7,3,6,2,2,1,0,0,1,23,17,2,2,19
3-Nov-18 Flemington,Flemington,Metro,VIC,9,123,12.5,2,7,4,2,1,0,0,1,37,20,20,13,24
3-Nov-18 Rosehill,Rosehill,Metro,NSW,9,64,6.5,3,7,6,0,0,0,0,0,15,12,3,2,23
3-Nov-18 Doomben,Doomben,Metro,QLD,10,100,10,3,7,5,2,0,0,0,0,23,21,13,8,25
3-Nov-18 Newcastle,Newcastle,Provincial,NSW,8,74,7.5,4,7,4,0,0,0,0,0,13,8,9,8,28
3-Nov-18 Dubbo,Dubbo,Country,NSW,7,85,8.5,1,7,1,4,0,1,0,1,21,12,11,9,25
3-Nov-18 Morphettville,Morphettville,Metro,SA,8,68,7,4,7,3,1,0,0,0,0,14,13,8,3,22
3-Nov-18 Mortlake,Mortlake,Country,VIC,7,64,6.5,1,7,6,0,0,0,0,0,12,5,7,8,25
3-Nov-18 Gold Coast,Gold Coast,Metro,QLD,7,56,5.5,3,7,4,0,0,0,0,0,18,8,3,1,19
3-Nov-18 Ascot,Ascot,Metro,WA,8,71,7,4,7,3,0,1,0,0,1,16,13,10,1,23
3-Nov-18 Toowoomba,Toowoomba,Provincial,QLD,6,45,4.5,4,7,2,0,0,0,0,0,13,6,1,2,17
4-Nov-18 Mornington,Mornington,Country,VIC,9,73,7.5,2,1,7,0,0,0,0,0,17,11,5,5,26
4-Nov-18 Muswellbrook,Muswellbrook,Country,NSW,7,78,8,1,1,4,1,0,1,0,1,17,11,12,9,22
4-Nov-18 Goulburn,Goulburn,Country,NSW,7,54,5.5,5,1,2,0,0,0,0,0,12,9,5,2,19
4-Nov-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,7,53,5.5,3,1,3,1,0,0,0,0,12,4,6,2,22
4-Nov-18 Mount Barker,Mount Barker,Provincial,WA,7,69,7,3,1,2,2,0,0,0,0,19,16,6,1,20
5-Nov-18 Ballarat,Ballarat,Metro,VIC,8,71,7,0,2,5,1,2,0,0,2,14,13,5,6,25
5-Nov-18 Ballina,Ballina,Country,NSW,7,58,6,2,2,4,1,0,0,0,0,12,7,5,5,22
5-Nov-18 Corowa,Corowa,Country,NSW,7,59,6,4,2,2,1,0,0,0,0,14,11,7,0,20
6-Nov-18 Hobart,Hobart,Metro,TAS,8,69,7,2,3,4,2,0,0,0,0,18,12,6,2,23
6-Nov-18 Flemington,Flemington,Metro,VIC,10,146,14.5,2,3,5,2,1,0,0,1,41,33,28,4,30
6-Nov-18 Cranbourne,Cranbourne,Country,VIC,7,50,5,1,3,2,3,1,0,0,1,12,7,1,1,22
6-Nov-18 Canberra,Canberra,Country,ACT,8,60,6,3,3,4,0,1,0,0,1,11,7,4,1,29
6-Nov-18 Randwick,Randwick,Metro,NSW,9,93,9.5,2,3,5,1,1,0,0,1,25,24,11,1,23
6-Nov-18 Kembla Grange,Kembla Grange,Provincial,NSW,8,71,7,4,3,3,1,0,0,0,0,10,12,9,6,26
6-Nov-18 Morphettville,Morphettville,Metro,SA,9,113,11.5,3,3,4,2,0,0,0,0,19,23,14,22,26
6-Nov-18 Echuca,Echuca,Country,VIC,7,71,7,3,3,4,0,0,0,0,0,13,7,11,6,27
6-Nov-18 Doomben,Doomben,Metro,QLD,8,67,6.5,6,3,2,0,0,0,0,0,18,10,4,2,25
6-Nov-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,7,60,6,4,3,3,0,0,0,0,0,9,11,6,2,25
6-Nov-18 Muswellbrook,Muswellbrook,Country,NSW,7,70,7,4,3,1,0,2,0,0,2,17,11,6,7,22
6-Nov-18 Gold Coast,Gold Coast,Metro,QLD,7,50,5,4,3,2,1,0,0,0,0,10,3,4,2,24
6-Nov-18 Ascot,Ascot,Metro,WA,9,82,8,2,3,6,1,0,0,0,0,18,13,13,5,24
6-Nov-18 Darwin,Darwin,Metro,NT,6,40,4,2,3,4,0,0,0,0,0,5,5,0,0,24
6-Nov-18 Alice Springs,Alice Springs,Provincial,NT,4,34,3.5,2,3,2,0,0,0,0,0,11,5,0,0,14
6-Nov-18 Bunbury,Bunbury,Country,WA,8,70,7,4,3,3,1,0,0,0,0,9,7,10,12,24
7-Nov-18 Kyneton,Kyneton,Country,VIC,9,81,8,3,4,5,0,1,0,0,1,13,18,5,3,33
7-Nov-18 Port Lincoln,Port Lincoln,Provincial,SA,9,70,7,5,4,2,2,0,0,0,0,21,6,8,2,24
7-Nov-18 Grafton,Grafton,Country,NSW,8,71,7,3,4,3,2,0,0,0,0,18,5,8,9,23
7-Nov-18 Launceston,Launceston,Metro,TAS,8,75,7.5,3,4,3,2,0,0,0,0,23,19,6,1,18
8-Nov-18 Flemington,Flemington,Metro,VIC,9,124,12.5,2,5,4,2,0,1,0,1,40,19,16,12,28
8-Nov-18 Hawkesbury,Hawkesbury,Provincial,NSW,8,72,7,3,5,4,1,0,0,0,0,19,6,9,3,27
8-Nov-18 Pakenham,Pakenham,Country,VIC,7,63,6.5,2,5,3,2,0,0,0,0,22,6,7,4,17
8-Nov-18 Albury,Albury,Country,NSW,7,74,7.5,2,5,5,0,0,0,0,0,12,12,7,9,27
8-Nov-18 Gawler,Gawler,Metro,SA,7,68,7,1,5,3,2,0,1,0,1,15,13,8,5,20
8-Nov-18 Warrnambool,Warrnambool,Country,VIC,7,55,5.5,3,5,4,0,0,0,0,0,8,9,8,5,18
8-Nov-18 Ipswich,Ipswich,Provincial,QLD,6,49,5,2,5,4,0,0,0,0,0,12,9,2,5,15
9-Nov-18 Kempsey,Kempsey,Country,NSW,8,64,6.5,4,6,3,1,0,0,0,0,14,8,5,4,25
9-Nov-18 Orange,Orange,Country,NSW,8,61,6,3,6,4,1,0,0,0,0,15,5,4,7,22
9-Nov-18 Rockhampton,Rockhampton,Provincial,QLD,7,61,6,3,6,4,0,0,0,0,0,14,15,6,4,15
9-Nov-18 Cranbourne,Cranbourne,Country,VIC,8,67,6.5,3,6,5,0,0,0,0,0,20,6,1,6,26
10-Nov-18 Goulburn,Goulburn,Country,NSW,7,63,6.5,3,7,3,1,0,0,0,0,17,9,8,1,21
10-Nov-18 Gold Coast,Gold Coast,Metro,QLD,10,88,9,5,7,4,0,0,1,0,1,21,12,7,7,31
10-Nov-18 Rosehill,Rosehill,Metro,NSW,9,83,8.5,4,7,4,1,0,0,0,0,26,12,12,1,23
10-Nov-18 Flemington,Flemington,Metro,VIC,9,112,11,3,7,2,3,1,0,0,1,35,20,11,11,26
10-Nov-18 Geelong,Geelong,Country,VIC,8,76,7.5,4,7,4,0,0,0,0,0,13,7,12,7,29
10-Nov-18 Sunshine Coast,Sunshine Coast,Provincial,QLD,9,106,10.5,1,7,4,2,2,0,0,2,27,17,12,14,27
10-Nov-18 Newcastle,Newcastle,Provincial,NSW,8,70,7,2,7,5,1,0,0,0,0,17,11,7,2,25
10-Nov-18 Morphettville Parks,Morphettville Parks,Metro,SA,8,73,7.5,3,7,4,1,0,0,0,0,15,9,11,8,22
10-Nov-18 Ascot,Ascot,Metro,WA,8,79,8,1,7,5,0,1,1,0,2,19,12,11,9,20
10-Nov-18 Toowoomba,Toowoomba,Provincial,QLD,7,57,5.5,5,7,1,1,0,0,0,0,12,5,7,2,24
11-Nov-18 Ararat,Ararat,Country,VIC,8,67,6.5,1,1,6,0,1,0,0,1,14,10,6,4,25
11-Nov-18 Armidale,Armidale,Country,NSW,7,68,7,3,1,2,2,0,0,0,0,18,13,8,1,21
11-Nov-18 Penola,Penola,Country,SA,7,64,6.5,1,1,5,0,1,0,0,1,12,11,6,2,26
11-Nov-18 Warren,Warren,Country,NSW,7,78,8,2,1,3,0,1,1,0,2,20,9,10,9,23
